"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G44190",59.8125636327447,0.0642654715068575,0.37586652178223,0.170979504112611,0.864239881620678,0.999983548132501
"AT3G44200",20.1480476165289,0.459592014923389,0.575848649218947,0.798112517146228,0.424805198252033,0.999983548132501
"AT3G44260",36.2211780160403,0.981726455126319,1.37781921505943,0.712521965433596,0.476141614535271,0.999983548132501
"AT3G44300",70.6771176518099,0.372407778691373,0.341181916627079,1.091522617532,0.275042985234968,0.999983548132501
"AT3G44310",105.681062373229,0.714421629855537,0.310379797383089,2.30176588772547,0.0213483782518543,0.533510403153061
"AT3G44320",26.9892574872203,-0.315743873281951,0.524664953414868,-0.601800961217021,0.547306635222866,0.999983548132501
"AT3G44330",58.3350694506164,-0.145729048176451,0.366940798522709,-0.397145939517087,0.691259844810263,0.999983548132501
"AT3G44340",31.9447420770869,0.589659172492664,0.470253585185703,1.25391744171351,0.20987201472224,0.999983548132501
"AT3G44400",14.60046651883,0.13006656095125,0.660729356888036,0.196853007355158,0.843942568726625,0.999983548132501
"AT3G44480",23.0652843550301,-0.0326488698599047,0.538938611526354,-0.0605799420595201,0.951693748097397,0.999983548132501
"AT3G44530",18.4744121141644,5.07062608190676e-05,0.610473540750735,8.30605381466839e-05,0.999933727279077,0.999983548132501
"AT3G44540",26.9003713143668,1.78255860570145,0.562893228705989,3.16677926611287,0.00154137267851392,0.0748793391035588
"AT3G44550",24.1913403308453,0.824777817691178,0.541213148220351,1.52394268395596,0.127523029584355,0.999983548132501
"AT3G44590",46.8149200311194,-0.471907855003444,0.396767288359538,-1.18938195977441,0.234289396527692,0.999983548132501
"AT3G44600",17.1358287713352,-0.45040311386648,0.619555003225174,-0.726978414381043,0.467239179030609,0.999983548132501
"AT3G44630",11.7151385336404,0.174552441609798,0.733009803990335,0.238131114562964,0.811779402825541,0.999983548132501
"AT3G44670",20.2945131604483,0.119855371197566,0.617426442739928,0.194120891009606,0.846081224100513,0.999983548132501
"AT3G44680",10.1235777396412,-0.193410687101553,0.785599919490269,-0.246194891703969,0.805531369717486,0.999983548132501
"AT3G44720",92.0582521453245,0.351493130641519,0.354736830000383,0.990856040070998,0.321755880455444,0.999983548132501
